car_id,target_class
y-1764725I,electro_bug
x11273898z,engine_ignition
K18176647E,another_bug
q-8257935P,engine_overheat
M16685844b,engine_fuel
W-4238283Z,engine_fuel
a17222056W,gear_stick
d-2262674v,engine_check
B-6462073D,gear_stick
e19946044s,wheel_shake
j22108372p,gear_stick
R10132699W,wheel_shake
I-2007840g,engine_overheat
f-1883871J,break_bug
s27214304y,engine_fuel
O17925622P,engine_fuel
p-1396299V,electro_bug
d-2149365f,engine_ignition
m-2086369j,gear_stick
p-2247293h,electro_bug
L17444500d,engine_fuel
w-3453520x,engine_fuel
B-1894922s,engine_check
q-6906576V,wheel_shake
N21592745W,electro_bug
U22966546t,engine_check
Y97882055f,engine_fuel
P65208168w,electro_bug
O-1977280N,gear_stick
J-5858573C,another_bug
b-1600009O,wheel_shake
k16185001q,gear_stick
J-1502453c,another_bug
h-1184928f,engine_check
w20807148p,electro_bug
H-2882173Z,engine_check
w33168720l,engine_check
Z11132495X,gear_stick
W15477386C,another_bug
o53903819E,engine_overheat
E-1275783r,another_bug
b12599240M,engine_check
D44517833b,engine_ignition
j-1377590c,break_bug
r-1930669O,electro_bug
N-9452332x,electro_bug
P-7667678B,electro_bug
n13224202u,another_bug
B20262533I,engine_overheat
I13894787U,break_bug
A65205208z,another_bug
x20603919o,gear_stick
z10457360K,engine_check
M-1712519K,engine_fuel
b-1681467p,break_bug
h10860992T,engine_overheat
c-1729585F,engine_ignition
O-7780124Q,another_bug
N18717997l,wheel_shake
M-2028642u,electro_bug
L96875350x,engine_ignition
s-9180453P,break_bug
T17061100n,engine_fuel
Q-1640989g,engine_fuel
K-1544774T,break_bug
G-1577332Q,electro_bug
V16180698h,wheel_shake
O18445397U,break_bug
U-3643164N,engine_ignition
G-6618695l,break_bug
S20524077t,gear_stick
B16670617R,engine_check
X16721605D,break_bug
f-1996175H,engine_fuel
A-5101478b,engine_check
k-1735337t,another_bug
I69261244y,another_bug
p18227676S,engine_overheat
B-2051518V,electro_bug
k17020328W,engine_fuel
N-9313658v,engine_ignition
h-3056262u,another_bug
K-1866847F,engine_overheat
u-2156978e,engine_overheat
C-3016941F,break_bug
c33903073Q,wheel_shake
Q-1582698g,break_bug
K-1010636S,another_bug
N70600170h,electro_bug
c-3410027y,engine_ignition
m-8902512v,engine_fuel
t24316205h,wheel_shake
z41744928r,engine_check
n47427969O,engine_ignition
F14857178F,engine_ignition
x18607097I,engine_check
q-1778461b,engine_overheat
z30179504O,break_bug
k-7078453O,engine_overheat
n21726530a,engine_check
N-1839822D,electro_bug
b-1553102t,engine_ignition
e-1590992X,electro_bug
D11741561w,electro_bug
a-1830602c,gear_stick
D-1231501x,engine_fuel
C-1584260v,another_bug
p71461747A,engine_ignition
C-8802779C,another_bug
C14604474J,engine_ignition
s12923191N,engine_overheat
X-6349190I,engine_overheat
e40587429i,gear_stick
w-2010482q,engine_overheat
e-1764646J,gear_stick
X-2098906t,gear_stick
X-1655758N,electro_bug
V14486337I,engine_overheat
V-1564308N,another_bug
j51305093b,another_bug
M-1781596c,engine_check
S20112369s,engine_overheat
B-3513567K,engine_fuel
j21246192N,wheel_shake
h-1554287F,engine_check
A15262612g,gear_stick
W-2514493U,another_bug
z-1337463D,engine_check
